324
 20 254 255 255 255 255 255 255 255 255 255 255   7   0
 20 254 255 255 255 255 255 255 255 255 255 255   7   0
 20 254 255 255 255 255 255 255 255 255 255 255   7   0
 20 254 255 255 255 255 255 255 255 255 255 255   7   0
 15 254 255 255 255 255 255 255 255 255 255 255   7   0
 15 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   4
 25 254 255 255 255 255 255 255 255 255 255 255   7   4
  5 254 255 255 255 255 255 255 255 255 255 255   7   0
 10 254 255 255 255 255 255 255 255 255 255 255   7   0
 20 254 255 255 255 255 255 255 255 255 255 255   7   7
 20 254 255 255 255 255 255 255 255 255 255 255   7   7
 20 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   7
 25 254 255 255 255 255 255 255 255 255 255 255   7   7
 25 254 255 255 255 255 255 255 255 255 255 255   7   7
 25 254 255 255 255 255 255 255 255 255 255 255   7   7
  1 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   1
 25 254 255 255 255 255 255 255 255 255 255 255   7   1
 25 254 255 255 255 255 255 255 255 255 255 255   7   1
 10 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   1
  2 254 255 255 255 255 255 255 255 255 255 255   7   0
 20 254 255 255 255 255 255 255 255 255 255 255   7   1
 15 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   1
 25 254 255 255 255 255 255 255 255 255 255 255   7   1
 25 254 255 255 255 255 255 255 255 255 255 255   7   1
 15 254 255 255 255 255 255 255 255 255 255 255   7   0
  5 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   1
 10 254 255 255 255 255 255 255 255 255 255 255   7   1
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
 10 254 255 255 255 255 255 255 255 255 255 255   7   0
 20 254 255 255 255 255 255 255 255 255 255 255   7   1
 20 254 255 255 255 255 255 255 255 255 255 255   7   1
 20 254 255 255 255 255 255 255 255 255 255 255   7   1
 25 254 255 255 255 255 255 255 255 255 255 255   7   4
 25 254 255 255 255 255 255 255 255 255 255 255   7   4
 25 254 255 255 255 255 255 255 255 255 255 255   7   0
 15 254 255 255 255 255 255 255 255 255 255 255   7   0
 22 254 255 255 255 255 255 255 255 255 255 255   7   4
 22 254 255 255 255 255 255 255 255 255 255 255   7   0
 10 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   0
 15 254 255 255 255 255 255 255 255 255 255 255   7   0
 15 254 255 255 255 255 255 255 255 255 255 255   7   0
 30 254 255 255 255 255 255 255 255 255 255 255   7   0
 15 254 255 255 255 255 255 255 255 255 255 255   7   0
 15 254 255 255 255 255 255 255 255 255 255 255   7   0
 17 254 255 255 255 255 255 255 255 255 255 255   7   0
 19 254 255 255 255 255 255 255 255 255 255 255   7   0
 21 254 255 255 255 255 255 255 255 255 255 255   7   0
 14 254 255 255 255 255 255 255 255 255 255 255   7   0
 11 254 255 255 255 255 255 255 255 255 255 255   7   0
 12 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   4
 26 254 255 255 255 255 255 255 255 255 255 255   7   4
  5 254 255 255 255 255 255 255 255 255 255 255   7   0
 13 254 255 255 255 255 255 255 255 255 255 255   7   0
 19 254 255 255 255 255 255 255 255 255 255 255   7   7
 20 254 255 255 255 255 255 255 255 255 255 255   7   7
 22 254 255 255 255 255 255 255 255 255 255 255   7   7
 24 254 255 255 255 255 255 255 255 255 255 255   7   7
 20 254 255 255 255 255 255 255 255 255 255 255   7   7
 22 254 255 255 255 255 255 255 255 255 255 255   7   7
 24 254 255 255 255 255 255 255 255 255 255 255   7   7
  1 254 255 255 255 255 255 255 255 255 255 255   7   0
 23 254 255 255 255 255 255 255 255 255 255 255   7   1
 24 254 255 255 255 255 255 255 255 255 255 255   7   1
 24 254 255 255 255 255 255 255 255 255 255 255   7   1
 11 254 255 255 255 255 255 255 255 255 255 255   7   0
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
  2 254 255 255 255 255 255 255 255 255 255 255   7   0
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
 12 254 255 255 255 255 255 255 255 255 255 255   7   1
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
 12 254 255 255 255 255 255 255 255 255 255 255   7   1
  5 254 255 255 255 255 255 255 255 255 255 255   7   0
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
  6 254 255 255 255 255 255 255 255 255 255 255   7   1
 15 254 255 255 255 255 255 255 255 255 255 255   7   1
 10 254 255 255 255 255 255 255 255 255 255 255   7   0
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
 17 254 255 255 255 255 255 255 255 255 255 255   7   1
 24 254 255 255 255 255 255 255 255 255 255 255   7   4
 23 254 255 255 255 255 255 255 255 255 255 255   7   4
 23 254 255 255 255 255 255 255 255 255 255 255   7   4
 16 254 255 255 255 255 255 255 255 255 255 255   7   0
 18 254 255 255 255 255 255 255 255 255 255 255   7   4
 20 254 255 255 255 255 255 255 255 255 255 255   7   4
  7 254 255 255 255 255 255 255 255 255 255 255   7   0
 24 254 255 255 255 255 255 255 255 255 255 255   7   0
 13 254 255 255 255 255 255 255 255 255 255 255   7   0
 10 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   0
 17 254 255 255 255 255 255 255 255 255 255 255   7   0
  8 254 255 255 255 255 255 255 255 255 255 255   7   0
 23 254 255 255 255 255 255 255 255 255 255 255   7   0
 25 254 255 255 255 255 255 255 255 255 255 255   7   0
  8 254 255 255 255 255 255 255 255 255 255 255   7   0
